Timestamp,student-id,Student Name,Mobile No (Student),Secondary Contact,Email Address,Date of Birth,Date of Joining,Which Course,course category,Branch,Faculty,Mode,From Where Do You Know About Us ?,1508,,
,171,Advait Paranjape,8882203639,8882220227,advaitparanjape9310@example.com,22/06/2006,08/12/2023,Diploma in Web Development,Web Designing & Development,Citylight,Subin Sir,offline,Reference ,,,
,172,Divya Kalelkar,7770010601,7770007645,divyakalelkar2761@example.com,11/11/1982,08/12/2023,Kids Course,Basic,Citylight,Siddharth Sir,offline,NA,,,
,173,Rachit Hardikar,6660022025,6660023675,,08/06/2013,11/12/2023,Advanced Graphic Designing (6 mths) (6 months),Graphic Designing,Vesu,Mansi Mam,,Old students,,,
,174,Ananya Inamdar,9991124120,,ananyainamdar1797@example.com,,21/12/2023,Advanced Graphic Designing (6 mths),Graphic Designing,Pal,Trusha mam,,Social media,,,
,175,Riddhi Chandorkar,9990096049,,riddhichandorkar6067@example com,04/08/1984,23/12/2023,Adobe Photoshop (6 months),Graphic Designing,Vesu,Yash sir,offline,Old students,,,
,176,pooja lele ,8882225261,,poojalele4391@example.com,,23/12/2023,Scratch Programming,Programming,Vesu,Vansh sir,Online,Banner,,,
,177,Vansh,666002399,8880074997,,07/01/1989,04/01/2024,Advanced Certificate in Data Analytics & Data Science,advanced certificate course,Citylight,Trusha,offline,old student,,,
,178,Tanvi Mhatre,+918880092221,8880020368,tanvimhatre2485@example.com,,10/01/2024,Digital Marketing,Digital Marketing,Pal,Yash Sir,online,Old Enquiry,,,
,179,Isha Vartak,999001965,,ishavartak1247@example.com,09/04/1998,12/01/2024,Social Media Marketing (DM-2),Digital Marketing,Pal,Mansi mam,online,Google,,,
,180,Zeel Phadke,999000009,,zeelphadke8607@example.com,06/12/1998,12/01/2024,Basic Computer Accounting,Accounting,Vesu,Yash sir,online,Old student ,,,
,181,Zeel Phadke,9990000092,,zeelphadke8607@example.com,,16/01/2024,Advanced Graphic Designing (6 mths) (M-1),Graphic Designing,Pal,Yash Sir,offline,old student,,,
,182,Vedant Chandorkar ,08882221840,9990000411,vedantchandorkar2883@example.com,03/01/2008,23/01/2024,Canva,Graphic Designing,Vesu,subin sir,Offline,Social media,,,
,183,Priya Ganvir,7770048766,,itâ€™s_priyaganvir3862@example.in,22/07/2015,24/01/2024,Advanced Certificate in Python Development & Generative AI,advanced certificate course,Citylight,Yash sir,offline,NA,,,
,184,Shreya Kelkar,,8882250474,,,30/01/2024,Diploma in Front End Development,Front-end Development,Citylight,Subin Sir,Online,Old student ,,,
,185,Priya Kelkar ,"6660097814, 6660010184",999005002,priyakelkar545@example.com,11/12/1990,04/02/2024,Scratch Programming,Programming,Vesu,Vansh sir,Online,Internet ,,,
,186,Darsh Lele,88800218818,6660056905,,,07/02/2024,10th std school course,school course,Pal,Yash Kanodia Sir,,Family,,,
,187,Nidhi Wadekar,6660006908,,,,09/02/2024,Social Media Marketing (DM-2) (M-1),Digital Marketing,Vesu,Vansh sir,Online,Walk in,,,
,188,Pranav Joglekar,7770097263,8882254818,,,10/02/2024,Business Analytics,Data Analysis,Vesu,Siddharth Sir,,Relatives ,,,
,189,Niyati Barhate,9990062501,8880047416,niyatibarhate2276@example.com,,10/02/2024,Digital Marketing (6 months),Digital Marketing,Pal,Siddharth sir,offline,Hoarding ,,,
,190,Dhruv Yardi,7770010779,,,23/02/2006,17/02/2024,Diploma in Front End Development,Front-end Development,Vesu,Siddharth sir,,Indiamart,,,
,191,Vansh Oak,7770008894,,,27/06/1984,23/02/2024,Combo Course (Computer Basics & Advanced Excel with Power BI) (Online),Combo Course,Pal,Siddharth Sir,,Walkin,,,
,192,Urvi Mahabal,6660081904,8880085548---8882298486,urvimahabal4862@example.com,09/03/2006,23/02/2024,Graphic Designing ,Graphic Designing,Citylight,Yash k,,Old student ,,,
,193,Kavya Chandorkar,9991174417,7770081479,kavyachandorkar4934@example.com,21/04/2017,01/03/2024,UI & UX development,UI UX Designing,Pal,Siddharth Sir,Online,Walk in,,,
,194,Hetvi Deolekar,9990063919,6660064354,hetvideolekar8838@example.com,19/11/2006,03/03/2024,Computer Accounting,Accounting,Citylight,Mansi mam,online,Google,,,
,195,Ananya Sahasrabuddhe ,8882287976,,ananyasahasrabuddhe8878@example.com,,03/03/2024,diploma in web development,Web Designing & Development,Pal,Mansi Mam,online,Google,,,
,196,Naisha Kelkar,7770074964,,naishakelkar6178@example.com,19/11/1999,09/03/2024,Python OOP,Programming,NA,Yash sir,Offline,Old students,,,
,197,Niyati Dhond,,9990027574,,03/03/2006,18/03/2024,12th Computer Science,school course,Citylight,Mansi mam,Online,Family,,,
,198,Krish Kelkar,8880088547,8882237885,krishkelkar1161@example.com,07/04/1992,19/03/2024,Core Python Programming,Programming,Vesu,Siddharth sir,,Reference ,,,
,199,Devansh Limaye,+918880018606,6660071501,devanshlimaye4@example.com,14/03/1986,22/03/2024,C Programming,Programming,Citylight,Trusha,,Social Media ,,,
,200,Kavya Chandorkar,9991174417,77-70081479,kavyachandorkar4934@example.com,21/04/2017,22/03/2024,COMPUTER BASICS & SCRATCH PROGRAMMING,Basic,Vesu,Subin Sir,offline,Social media,,,
,201,Keya Talpade,6660078329,+918882245443,keyatalpade877@example.com,04/03/1993,29/03/2024,computer basics,Basic,Pal,Mansi mam,Offline,Social Media ,,,
05/04/2024 11:34:30,202,Advait Vartak (cancelled),6660007615,99-91118986,"advaitvartak3638@example ,com",20/12/2017,05/04/2024,Web Designing,Web Designing & Development,Pal,Subin Sir,offline,Walk in,,,
06/04/2024 14:20:25,203,Sanya Bhide,77700062385,,"sanyabhide6213@example ,com",26/02/1979,05/04/2024,Data Analysis ,Data Analysis,Pal,Siddharth sir,Offline,Social Media ,,,
05/04/2024 14:22:25,204,Ananya Nadkarni,8880069965,9990062901,ananyanadkarni913@example.com,13-07-1982,05/04/2024,Computer Accounting ,Accounting,Citylight,Siddharth Sir,online,Hoarding ,,,
12/04/2024 11:20:05,205,Avni Godbole,8882230421,6660004769,avnigodbole677@example.com,14/10/1979,10/04/2024,Web Designing,Web Designing & Development,Citylight,Yash k,offline,Old Enquiry,,,
12/04/2024 18:39:13,206,Darsh Lele,8880021881,6660056905,,11/08/0004,11/04/2024,Basic Graphic Designing (Online),Graphic Designing,Citylight,vansh sir,,Old students,,,
15/04/2024 15:40:20,207,Namra Yardi,6660023134,9991119595,,,15/04/2024,12th Computer Science (6 months),school course,Pal,Yash sir,online,Banner,,,
09/05/2024 10:46:59,208,Tanvi Velankar,8882261029,8880025508,NA,,07/05/2024,Computer Accounting,Accounting,Citylight,Subin Sir,Offline,Friends,,,
14/05/2024 17:27:33,209,Siddhi Khaparde,9991109383,,"siddhikhaparde9464@example ,com",23/04/2017,14/05/2024,Digital Marketing & SEO (M-1),Digital Marketing,Vesu,Vansh sir,Online,old student,,,
15/05/2024 17:31:41,210,Rudra Ahluwalia,88800850134,,rudraahluwalia8990@example.com,,15/05/2024,Advance Excel 1&2,Advanced Excel,citylight,Siddharth Sir,online,,,,
18/05/2024 17:04:03,211,Krupa Velankar,9990086996,,,18/03/2014,18/05/2024,C & C++,Programming,Citylight,SUBIN SIR,Offline,Relatives ,,,
20/05/2024 14:31:16,212,Keya Kelkar ,7770072744,8880047855,"keyakelkar1538@example ,com",,20/05/2024,C Programming,Programming,Citylight,Yash sir,,Internet ,,,
30/05/2024 20:28:21,213,Anish Bhide,8880010942,6660067103,anishbhide7942@example.com,11/10/1993,29/05/2024,Computer Accounting,Accounting,Vesu,Siddharth sir,,Friend ,,,
06/06/2024 9:40:36,214,Riddhi Chandorkar,9990096049,,riddhichandorkar6067@example com,04/08/1984,06/06/2024,Advanced Computer Accounting module 2,Accounting,Pal,Mansi mam,online,Internet ,,,
09/06/2024 18:35:20,215,Rachit Hardikar,888220644,8880057450,,,09/06/2024,C Programming (M-1),Programming,Citylight,Yash sir,offline,Social media,,,
12/06/2024 19:07:33,216,Radhika Bapat ,6660077908,9991154560,radhikabapat6209@example.com,,12/06/2024,Web Designing (M-1),Web Designing & Development,Citylight,Yash k,Offline,Walk in,,,
12/06/2024 17:44:26,217,Keya Kelkar,07770072744,08880047855,"keyakelkar1538@example ,com",01/03/2007,12/06/2024,Advanced Graphic Designing (6 mths),Graphic Designing,Vesu,Mansi Mam,offline,Walkin,,,
15/06/2024 20:52:57,218,Shaurya Wadekar,8880004714,66600961443,shauryawadekar7337@example.com,,13/06/2024,Core Python Programming,Programming,Vesu,Trusha Mam,Online,Walkin,,,
17/06/2024 18:26:56,219,Devansh Limaye,8880018606,6660071501,devanshlimaye4@example.com,14/03/1986,16/06/2024,Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course,Pal,Trusha mam,Online,Reference ,,,
16/06/2024 18:28:25,220,anish bhide,,6660067103,anishbhide7942@example.com,11/10/0093,16/06/2024,Advanced Excel (M-1 & M-2),Advanced Excel,Pal,Yash sir,offline,Old Enquiry,,,
18/06/2024 14:08:14,221,Shreya Kelkar,9991127927,8882250474,,,18/06/2024,Basic Computer Accounting module 2,Accounting,Pal,vansh sir,Offline,Friends,,,
19/06/2024 11:14:04,222,Dhruv Tembe,99911489655,7770091694,,,19/06/2024,Diploma in Front End Development,Front-end Development,Citylight,Trusha,Offline,Hoarding ,,,
20/06/2024 9:23:37,223,Dhruv Tembe,8880078664,9990083028,,,19/06/2024,Social Media Marketing (DM-2),Digital Marketing,Citylight,Subin sir,offline,Old student ,,,
28/06/2024 12:00:31,224,Namra Sahasrabuddhe ,8880042374,7770039655,namrasahasrabuddhe9031@example.com,,26/06/2024,Basic Computer Accounting,Accounting,Vesu,Subin sir,online,Indiamart,,,
28/06/2024 19:46:10,225,Tirth Ganvir,8882204991,7770015306,tirthganvir2083@example.com,,28/06/2024,Social Media Marketing (DM-2),Digital Marketing,Pal,Trusha mam,offline,Reference ,,,
30/06/2024 20:39:57,226,arnav bapat,9991120923,,arnavbapat1288@example.con,05/04/1982,30/06/2024,Video Editing,Graphic Designing,Citylight,Trusha mam,Offline,Indiamart,,,
09/07/2024 18:36:54,227,Vedant Tembe,7770091034,,,09/01/1991,08/07/2024,12th Computer Science,school course,Pal,Subin sir,,Old student ,,,
08/07/2024 10:23:33,228,Mihir Bapat,8880072304,,mihirbapat3403@example.com,17/05/1998,08/07/2024,Social Media Marketing (DM-2),Digital Marketing,Citylight,Subin sir,offline,Social Media ,,,
09/07/2024 13:12:27,229,darsh chaphekar,6660089252,6660003983,,16/08/1996,09/07/2024,advanced computer accounting,Accounting,Vesu,Trusha,Offline,Google,,,
11/07/2024 12:54:23,230,Zeel Jamdar,888226011,9991116952,,17/06/1972,09/07/2024,Digital Marketing,Digital Marketing,Citylight,Subin Sir,online,Walk in,,,
10/07/2024 12:04:58,231,Jiya Dhond,09991154464,8880045977,jiyadhond9116@example.com,21/07/1986,10/07/2024,Video Editing,Graphic Designing,Citylight,Trusha,,Relatives ,,,
14/07/2024 11:10:01,232,Tanvi Mhatre,8880092221,08880020368,tanvimhatre2485@example.com,22/11/1989,14/07/2024,Advanced Excel (M-1 & M-2),Advanced Excel,Citylight,subin sir,offline,Banner,,,
19/07/2024 11:20:02,233,Samarth Gokhale,8880026097,9991169660,,,19/07/2024,Social Media Marketing (DM-2),Digital Marketing,Citylight,SUBIN SIR,Online,NA,,,
22/07/2024 16:58:58,234,tanish karnik (Admission Cancelled) ,6660017906,6660068055,,10/12/2016,21/07/2024,Advanced Computer Accounting,Accounting,Pal,Yash Sir,Online,Old student ,,,
23/07/2024 12:40:46,235,Lakshya Gokhale,9991158546,,lakshyagokhale8893@example.com,,22/07/2024,Data Analysis,Data Analysis,Citylight,Trusha Mam,online,Internet ,,,
28/07/2024 9:07:40,237,Charvi Limaye,9991138721,8880028245,,03/09/2017,28/07/2024,Adobe Photoshop,Graphic Designing,Vesu,Yash Sir,Offline,google,,,
04/08/2024 10:33:04,238,Namra Sahasrabuddhe,8880042374,7770039655,namrasahasrabuddhe9031@example.com,04/01/2010,04/08/2024,Full Stack Development,Web Designing & Development,citylight,Trusha mam,online,,,,
08/08/2024 13:29:53,239,MANAN INAMDAR ,9990076248,,,,08/08/2024,Web Designing,Web Designing & Development,Vesu,Yash Kanodia Sir,offline,Friends,,,
09/08/2024 16:01:48,240,priya kelkar,6660097814,9990050028,priyakelkar545@example.com,,09/08/2024,diploma in front end development,Front-end Development,Vesu,Yash sir,offline,Indiamart,,,
14/08/2024 18:23:07,241,Ishan Sathaye (admission cancelled all refunded),9991141116,7770000460,ishansathaye4697@example.com,15/09/2010,13/08/2024,Core Python Programming,Programming,Citylight,Yash k,Offline,old student,,,
19/08/2024 9:04:06,242,Jainam Bhide,6660047369,,jainambhide3680@example.com,,19/08/2024,Computer Basics & Scratch Programming (6 months),Basic,Citylight,Yash Sir,offline,old student,,,
23/08/2024 9:58:28,243,Advait Vartak,6660007615,9991118986,"advaitvartak3638@example ,com",20/12/2017,21/08/2024,Web Designing,Web Designing & Development,Pal,Siddharth Sir,,Social Media ,,,
29/08/2024 17:38:56,244,manan inamdar,9990076248,,,,29/08/2024,Advanced Certificate in Python Development & Generative AI,advanced certificate course,Pal,Trusha mam,Online,Family,,,
07/09/2024 15:24:11,245,Keya Talpade,6660078329,8882245443,keyatalpade877@example.com,,06/09/2024,POWER BI,Data Analysis,Citylight,Trusha,online,old student,,,
10/09/2024 10:33:49,246,Tanish Joglekar,9991123712,8880043904,tanishjoglekar3356@example.com,09/12/1980,10/09/2024,10th std school course,school course,vesu,Yash sir,Online,,,,
25/09/2024 10:17:02,247,Riddhi Phadke,,"8880051477, 7770035812",,,23/09/2024,Advanced Excel (M-1 & M-2),Advanced Excel,Pal,Mansi mam,online,NA,,,
01/10/2024 16:23:33,248,Bhavya Paranjape,8882209985,9990078411,bhavyaparanjape8540@example.com,,29/09/2024,C & C++,Programming,Pal,Mansi mam,offline,Relatives ,,,
03/10/2024 15:55:51,249,Priya Hardikar ,9991112168,,priyahardikar3160@example.com,,01/10/2024,COMPUTER BASICS & SCRATCH PROGRAMMING,Basic,Vesu,SUBIN SIR,Online,Hoarding ,,,
18/10/2024 13:12:41,250,Lele Yashvi,8882278874,,yashvilele4117@example.com,,17/10/2024,UI & UX development,UI UX Designing,Vesu,Subin Sir,offline,google,,,
23/10/2024 16:18:11,251,devansh limaye,8880018606,6660071501,devanshlimaye4@example.com,14/03/1986,21/10/2024,Data Analysis,Data Analysis,Pal,Trusha Mam,Offline,Social media,,,
24/10/2024 20:09:19,252,Riddhi Chandorkar,9990096049,,riddhichandorkar6067@example com,,22/10/2024,12th Computer Science,school course,Vesu,Trusha Mam,offline,Walkin,,,
27/10/2024 13:40:32,253,Parth Lele,8880034618,9990093488,parthlele4487@example.com,17/05/1992,27/10/2024,Power BI,Data Analysis,Vesu,Mansi mam,offline,Family,,,
27/10/2024 11:10:21,254,Advait Paranjape,8882203639,8882220227,advaitparanjape9310@example.com,22/06/2006,27/10/2024,Advanced Certificate in Data Analytics & Data Science,advanced certificate course,Pal,vansh sir,,Hoarding ,,,
28/10/2024 14:26:56,255,Jiya Sahasrabuddhe,6660007654,,jiyasahasrabuddhe2722@example.com,,27/10/2024,C & C++,Programming,Pal,Siddharth sir,Offline,NA,,,
30/10/2024 9:00:20,256,Nadkarni Raghav,8880027969,6660034248,raghavnadkarni5272@example.com,07/05/2002,30/10/2024,Web Designing,Web Designing & Development,Vesu,SUBIN SIR,online,Walk in,,,
09/11/2024 9:44:05,257,Niyati Barhate,9990062501,+155501056,niyatibarhate2276@example.com,,08/11/2024,Advanced Python Programming (5 Modules),Programming,Citylight,Trusha,online,Hoarding ,,,
12/11/2024 19:10:59,258,Aarav Jamdar,999118281,,,03/08/2016,11/11/2024,UI & UX development ,UI UX Designing,Pal,Vansh sir,Offline,Friends,,,
13/11/2024 10:15:49,259,Tanish Nene,+918880025902,8880094587,,,13/11/2024,python programming,Programming,Vesu,Mansi Mam,online,Indiamart,,,
14/11/2024 10:06:36,260,sanya bhide ,7770006238,,"sanyabhide6213@example ,com",26/02/1979,14/11/2024,Adobe Photoshop,Graphic Designing,Vesu,Mansi Mam,offline,,,,
18/11/2024 12:29:48,261,Nadkarni Mihir,8882214637,,mihirnadkarni8624@example com,26/08/2000,16/11/2024,Combo Course (Computer Basics & Advanced Excel with Power BI) (M-2 & M-3),Combo Course,Vesu,Mansi Mam,offline,Social media,,,
17/11/2024 17:33:00,262,Krish Gokhale,888223821,9991136878,krishgokhale2532@example.com,07/06/1992,17/11/2024,Python Programming,Programming,Pal,Siddharth Sir,,Banner,,,
19/11/2024 12:34:56,263,Avni Paranjape,+155501022,8880079382,,17/11/1992,18/11/2024,WEB DESIGNING,Web Designing & Development,Pal,Trusha mam,Online,Friends,,,
26/11/2024 19:05:24,264,Naisha Kelkar,7770034959,,,,25/11/2024,11th IP ,school course,NA,Vansh Sir,Online,Social media,,,
30/11/2024 19:58:58,265,Niyati Marathe,9990050279,9990080637,,08/01/1981,28/11/2024,Data Analysis,Data Analysis,Vesu,subin sir,online,Internet ,,,
30/11/2024 18:13:23,266,Charvi Kirloskar,8882272895,,,24/07/0099,29/11/2024,Advanced Graphic Designing (6 mths),Graphic Designing,citylight,Mansi mam,,Reference ,,,
30/11/2024 20:38:09,267,Hetvi Gokhale,8882227279,9991120178,hetvigokhale2273@example.com,09/03/2016,30/11/2024,Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course,Citylight,Subin Sir,,Hoarding ,,,
02/12/2024 13:43:17,268,Vansh,6660023993,8880074997,,07/01/1989,02/12/2024,C & C++ (Online),Programming,Citylight,Vansh Sir,Offline,Walkin,,,
04/12/2024 20:31:56,269,Priya Ranadive,8882238616,9991188583,,19/06/1987,04/12/2024,Data Analysis,Data Analysis,Citylight,Subin sir,Offline,Old Enquiry,,,
06/12/2024 19:56:56,270,Krupa Chaphekar,7770088166,09991154645,krupachaphekar2855@example.com,,06/12/2024,Adobe Photoshop,Graphic Designing,Pal,Siddharth sir,,Family,,,
07/12/2024 10:12:15,271,Kavya Inamdar ,8882218327,9991164842,,11/12/1994,07/12/2024,CORE JAVA PROGRAMMING,Programming,Citylight,Yash Sir,Offline,old student,,,
10/12/2024 13:28:00,272,Rudra Nene ,9991159261,9991110624,rudranene7224@example.com,15/09/2015,10/12/2024,Advanced Certificate in Data Analytics & Data Science,advanced certificate course,Pal,Siddharth sir,offline,Indiamart,,,
23/12/2024 12:27:49,273,Ranadive Priya ,88822386166,09991188583,,,21/12/2024,Business Analytics (Module 2),Data Analysis,Vesu,Vansh Sir,online,Walk in,,,
25/12/2024 18:02:06,274,Anish Deolekar,8880084127,,anishdeolekar3404@example.com,,23/12/2024,Advanced Excel (M-1 & M-2),Advanced Excel,Citylight,Subin Sir,,old student,,,
25/12/2024 16:33:38,275,Jiya Kelkar (Admission Cancelled),8880051744,,,,25/12/2024,Advanced Excel (M-1 & M-2),Advanced Excel,Vesu,Siddharth sir,online,Indiamart,,,
27/12/2024 14:31:30,276,Shaurya Chitnis,9990076486,8880080213,,,26/12/2024,10th std school course,school course,Pal,Trusha,online,Walkin,,,
10/01/2025 9:27:04,277,Vedant Wagle,9990014805,777006938,vedantwagle8169@example.com,,08/01/2025,10TH STD SCHOOL COURSE,school course,Citylight,subin sir,Offline,Friend ,,,
10/01/2025 11:18:21,278,Rachit Wadekar,+155501008,,rachitwadekar6463@example.com,05/05/1996,10/01/2025,Social Media Marketing (DM-2),Digital Marketing,Citylight,Yash Sir,online,Family,,,
12/01/2025 10:37:05,279,krish nene,8880062428,+916660002018,,,12/01/2025,Advanced Computer Accounting,Accounting,Vesu,Mansi Mam,,,,,
19/01/2025 20:21:13,280,Aarav Ranadive,9990091911,,aaravranadive8591@example.com,12/09/1980,19/01/2025,Basic Computer Accounting,Accounting,Vesu,Yash Sir,Online,Friend ,,,
20/01/2025 15:38:42,281,Charvi Chandorkar,7770083744,8880008648,,09/03/1998,19/01/2025,Basic Computer Accounting,Accounting,Vesu,Siddharth Sir,offline,Walk in,,,
20/01/2025 15:58:14,282,janvi lele ,,,janvilele4122@example.com,,20/01/2025,Advanced Computer Accounting,Accounting,Vesu,Mansi Mam,Offline,Google,,,
22/01/2025 13:07:58,283,Sachi Jamdar,88-82290782,8880011146,,12/08/1976,21/01/2025,Combo Course (Computer Basics & Advanced Excel with Power BI) ,Combo Course,Vesu,Vansh Sir,online,Social media,,,
26/01/2025 15:59:40,284,Raghav Nadkarni,8880027969,6660034248,raghavnadkarni5272@example.com,07/05/2002,25/01/2025,Python Programming,Programming,Vesu,Mansi Mam,,Social media,,,
25/01/2025 20:15:31,285,Pranav Karnik,7770065086,6660090697,"pranavkarnik3526@example ,com",,25/01/2025,C Programming,Programming,pal,Mansi Mam,,Old Enquiry,,,
30/01/2025 16:00:07,286,Devansh Bapat ,7770080872,,,13/12/1997,28/01/2025,Canva,Graphic Designing,Pal,Mansi mam,Offline,google,,,
02/02/2025 12:01:12,287,Mihir Nadkarni (admission Cenceled),8882214637,,mihirnadkarni8624@example com,26/08/2000,02/02/2025,Python Programming,Programming,Citylight,SUBIN SIR,Online,Social Media ,,,
07/02/2025 9:23:32,288,Bhavya Deolekar,8880084912,7770068046,,,05/02/2025,Core Java Programming,Programming,Vesu,Siddharth sir,,Hoarding ,,,
07/02/2025 18:44:54,289,Tanvi Karnik ,08882244703,8880099735,,,07/02/2025,Core Python Programming,Programming,Citylight,Trusha,Online,Old Enquiry,,,
11/02/2025 17:17:20,290,Dhruv Sathaye (admission cancelled all refunded),6660028515,8882211370,,,11/02/2025,Python Programmig,Programming,NA,Mansi mam,offline,Reference ,,,
13/02/2025 12:06:36,291,Anish Bhide,8880010942,"6660067103, 6660057508",anishbhide7942@example.com,11/10/1993,11/02/2025,Video Editing,Graphic Designing,Vesu,Vansh sir,,Social Media ,,,
18/02/2025 14:57:23,292,Vedant Karnik,6660039587,,vedantkarnik9882@example.com,08/02/2003,16/02/2025,Basic Computer Accounting,Accounting,Vesu,Subin sir,Offline,Internet ,,,
20/02/2025 11:09:40,293,Krish Gokhale,+918882238211,9991136878,krishgokhale2532@example.com,,18/02/2025,Basic Computer Accounting module 2,Accounting,Pal,SUBIN SIR,online,Friends,,,
26/02/2025 20:46:51,294,Shaurya Kelkar,8882264798,8882228624,,17/11/1996,25/02/2025,Canva (M-1),Graphic Designing,Vesu,Trusha Mam,Offline,Old students,,,
07/03/2025 13:21:45,295,Manan Dandekar,8882225563,6660044131,manandandekar1483@example.com,24/02/1997,07/03/2025,Computer Basics & Scratch Programming,Basic,Citylight,Vansh Sir,online,Family,,,
19/03/2025 9:23:02,296,Urvi Godbole,7770082876,,urvigodbole5431@example.com,17/04/2009,19/03/2025,Computer Basics,Basic,Vesu,Subin Sir,,old student,,,
21/03/2025 16:03:11,297,Krupa Velankar ,9990086996,,,18/03/2014,20/03/2025,Core Java Programming,Programming,Vesu,Trusha mam,online,Old student ,,,
24/03/2025 19:48:17,298,Aarav Jamdar,9991182813,9991110841,,03/08/2016,22/03/2025,Advanced Graphic Designing (6 mths) (with zero module),Graphic Designing,Pal,Trusha Mam,Offline,Banner,,,
26/03/2025 11:45:52,299,Namra Yardi,6660023134,9991119595,,04/01/1994,25/03/2025,Diploma in Front End Development (m-1),Front-end Development,pal,SUBIN SIR,,Hoarding ,,,
05/04/2025 10:34:37,300,Khushi Dhond ,9991116760,9990015202,khushidhond9412@example.com,09/09/2013,05/04/2025,Python Programming,Programming,Vesu,Yash k,,NA,,,
09/04/2025 9:40:46,301,Isha Khaparde,66-60081069,+155501035,ishakhaparde8885@example.com,,09/04/2025,Graphic Designing,Graphic Designing,Pal,Mansi Mam,online,Walk in,,,
12/04/2025 15:46:24,302,Sachi Paranjape,7770061170,08882222077,sachiparanjape7654@example.com,25/12/1985,12/04/2025,10th std school course (m-1),school course,Vesu,Mansi Mam,,Social Media ,,,
15/04/2025 20:56:40,303,Chaphekar Devansh,999001055,6660034903,,06/03/1994,14/04/2025,Core Java Programming,Programming,Pal,Yash Sir,online,Banner,,,
15/04/2025 13:29:16,304,tirth tembe,7770030231,9991161252,,16/01/2003,15/04/2025,Scratch Programming,Programming,Pal,Yash Sir,Offline,Family,,,
16/04/2025 9:37:57,305,Yashvi Lele ,8882278874,,yashvilele4117@example.com,24/01/1985,16/04/2025,COMBO COURSE (COMPUTER BASICS & ADVANCED EXCEL WITH POWER BI),Combo Course,Pal,Yash Kanodia Sir,offline,Internet ,,,
17/04/2025 19:30:13,306,Pooja Inamdar,777007692,7770018090,,12/06/1993,17/04/2025,C & C++,Programming,Vesu,Yash k,,Social Media ,,,
21/04/2025 10:24:05,307,Dhruv Tembe,8880078664,9990083028,,,19/04/2025,Advanced Certificate in Python Development & Generative AI,advanced certificate course,NA,Yash sir,offline,Hoarding ,,,
27/04/2025 18:26:12,308,Subin,7770047704,9991139116,vanshganvir981@example com,26/09/1979,27/04/2025,Advance Excel (Module 2),Advanced Excel,Vesu,Vansh Sir,Online,Old student ,,,
16/05/2025 15:15:48,309,Vihaan Wagle,6660005778,8882214364,vihaanwagle6142@example.com,,16/05/2025,Business Analytics,Data Analysis,Vesu,Vansh sir,,Internet ,,,
22/05/2025 9:44:50,310,pooja tembe,8880064824,6660055259,poojatembe6868@example.com,12/05/1987,20/05/2025,Combo Course (Computer Basics & Advanced Excel with Power BI),Combo Course,Pal,Siddharth sir,Offline,Social Media ,,,
21/05/2025 16:00:21,311,Rudra Ahluwalia,8880085013,,rudraahluwalia8990@example.com,,21/05/2025,Full Stack Development,Web Designing & Development,Pal,Siddharth sir,Offline,NA,,,
25/05/2025 17:57:02,312,Priya Kelkar,6660097814,9990050028,priyakelkar545@example.com,11/12/1990,25/05/2025,12th Computer Science (module 2 & 3),school course,Citylight,Siddharth Sir,Offline,Old student ,,,
29/05/2025 10:46:12,313,Shaurya Ubhaykar,9990019103,,,19/05/2004,29/05/2025,UI & UX development,UI UX Designing,Vesu,Yash sir,online,Internet ,,,
30/05/2025 19:30:16,314,Nidhi Oak,9991158876,,nidhioak5966@example.com,,30/05/2025,11th IP module 2,school course,Citylight,Trusha mam,online,Walk in,,,
01/06/2025 11:45:40,315,Vansh Mhatre,9991154120,6660071452,vanshmhatre4396@example.com,12/11/2001,01/06/2025,FULL STACK DEVELOPMENT,Web Designing & Development,Vesu,Trusha mam,offline,Hoarding ,,,
04/06/2025 20:12:47,316,Garv Dandekar ,8882261762,,garvdandekar2806@example.com,18/06/1978,04/06/2025,Advanced Graphic Designing (6 mths),Graphic Designing,Citylight,Siddharth Sir,offline,NA,,,
14/06/2025 19:29:58,317,Tanish Karnik,6660017906,6660068055,,10/12/2016,14/06/2025,Computer Basics & Scratch Programming,Basic,Citylight,Mansi mam,offline,Friends,,,
15/06/2025 11:52:47,318,Priya Chaphekar,7770025696,8880056776,,01/11/1999,15/06/2025,ADVANCED EXCEL (M-1 & M-2),Advanced Excel,Pal,vansh sir,,Banner,,,
19/06/2025 15:21:28,319,Niyati Mahabal (cancelled),9991163268,,niyatimahabal704@example.com,15/04/1975,19/06/2025,Basic Computer Accounting,Accounting,Vesu,Yash sir,,Old students,,,
20/06/2025 15:48:11,320,Garv Velankar,6660051833,+916660042284,,01/05/1978,20/06/2025,C Programming (6 months),Programming,Pal,vansh sir,,Relatives ,,,
27/06/2025 17:10:56,321,Dhruv Sathaye (admission cancelled all refunded) ,8880077844,,,,26/06/2025,Advanced Certificate in Python Development & Generative AI,advanced certificate course,NA,Siddharth sir,online,google,,,
30/06/2025 13:17:04,322,Vihaan Sahasrabuddhe,8882256692,,vihaansahasrabuddhe9254@example.con,12/05/1983,30/06/2025,Core Python Programming,Programming,Vesu,Siddharth Sir,offline,Walkin,,,
